"2024-07-24","URC ESMO Piatto's Mixer PLC Controls (PR# 1200008744)","CMRP24070287","2","URC BCFG","Automation","PLC / SCADA","Manufacturing","F&B","2025-03-18","2025-03-21","GO","JMO","RJR","RJR","Submitted","2025-03-24","17","1963392.85","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Focus Business","10 -Reasonable Time","10 -Complete","PO# 400142053 10-Apr-2025","94b68653-c4a7-4ee7-a8ed-df409ffcf460",""
"2024-07-24","URC ESMO Marlen Extruder PLC Upgrade (PR#1200009601)","CMRP24070290","2","URC BCFG","Automation","PLC / SCADA","Manufacturing","F&B","2025-06-06","2025-02-18","GO","JMO","RJR","Partner","Submitted","2025-03-21","15","842273.16","LOST","2025-03-01","","","10-Existing","10 -Existing Solution","10 -Focus Business","10 -Reasonable Time","10 -Complete","SSW18Feb2025, HOLD BY END_USER","e79bf26b-a6df-4989-a726-dbf9383fef73",""
"2025-02-12","URC Pam 2_ Boiler PLC and CPU Upgrade (RFP by Sir Errol)","CMRP25020047","0","URC BCFG","Automation","PLC / SCADA","Manufacturing","F&B","2025-02-12","","GO","JMO","RJR","RJR","Submitted","","33","434910.71","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Core Business","7 -Urgent","5 -Limited","PO# 400159505 08-April-2025; Completed","bc6cd48c-cdda-4cae-a438-630359185d50",""
"2024-09-27","UGC CMMS Lightweight MES","CMRP24060230","2","UGC","Digitalization","IT","Manufacturing","MANUFACTURING","2024-09-27","","GO","ISP","ISP","ISP","Submitted","2024-09-17","","643200.00","OP30","","","","10-Strategic","8 -Need to Customize","8 -Strategic Business","10 -Reasonable Time","10 -Complete","","b4d9af06-e8c4-46e8-8cd5-4f7bacc0a143",""
"2024-11-05","Kingsford Hotel ACS & Traffic Management System","CMRP24110469","9","Megaworld","Electrification","ACS","Buildings","CONSTRUCTION","2024-10-30","2024-11-08","GO","CBD","RJR","SubCon","Submitted","2025-05-27","24","3153809.88","LOST","","","","10-Existing","10 -Existing Solution","8 -Strategic Business","10 -Reasonable Time","10 -Complete","1.8M lowest","f2776aba-3d6c-4b80-8bd8-de0fc3c01c60",""
"2024-11-08","Jazeera Paints PCS7 Servers and Clients Upgrade","CMRP24110472","3","Jazeera Paints","Automation","PLC / SCADA","Manufacturing","MANUFACTURING","2024-11-11","","GO","ISP","ISP","SubCon","Submitted","2025-01-24","55","3796118.61","OP60","","","","5-New Account, No Champion","10 -Existing Solution","8 -Strategic Business","10 -Reasonable Time","10 -Complete","","a64a2aa7-af36-41fa-a91d-12eb7e713f3d",""
"2025-02-24","TMI M2: CYLINDER PRESSURE SENSOR (PR 140002707)","CMRP25020063","0","Aboitiz","Automation","INSTRUMENTATION","Power","POWER PLANT","2025-02-24","2025-02-25","GO","NSG","NSG","Partner","Submitted","2025-02-25","49","237230.22","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Focus Business","10 -Reasonable Time","10 -Complete","PO_150002098_0 15-April-2025","feaaea78-9f2c-446e-b4b0-6722fe69c061",""
"2025-02-27","URC Pam 1 Conversion & Upgrade of Silo PLC & Desktop PC","CMRP25030095","1","URC BCFG","Automation","PLC / SCADA","Manufacturing","F&B","2025-02-27","2025-03-31","GO","JMO","RJR","RJR","Submitted","2025-03-31","19","2245652.41","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Core Business","7 -Urgent","10 -Complete","PO# 400159992 10-Apr-2025; Due 01-Aug","7987cc68-3217-47d2-b2ef-aea0417489cd",""
"2024-11-19","URC Pamp 2 MVSG","CMRP24120532","0","URC BCFG","Electrification","ELECTRICAL","Manufacturing","F&B","2024-01-19","","GO","JMO","JMO","SubCon","For Revision","2025-01-16","19","8202545.21","Inactive","","","","10-Existing","10 -Existing Solution","8 -Strategic Business","10 -Reasonable Time","10 -Complete","03June, PR for approval to include Skid Civil works","f4ed36db-913a-4399-bcb0-7c15ecfdd909",""
"2024-11-19","URC Pamp 2 Packaging Cooling Tunnel Controller & HMI Upgarde for L1 & L2","CMRP24120531","2","URC BCFG","Automation","PLC / SCADA","Manufacturing","F&B","2025-03-07","2025-03-14","GO","JMO","RJR","VIB","Submitted","2025-04-10","15","5904833.39","LOST","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","Lost to JAM by 12.55% (5.164M VAT EX)","168dffd9-53f0-4dd9-92a7-8e4fc7674ac1",""
"2024-11-21","NGC Main Street CCTV","CMRP24120519","1","Megaworld","Electrification","CCTV","Manufacturing","MANUFACTURING","2024-11-21","2025-03-26","GO","JMO","AVR","AVR","Submitted","2025-01-17","30","5338507.60","LOST","2025-05-01","","","","","","","","Awarded to Mighty Lynx","806f346d-ff3e-4507-aa65-aaf62c81e96b",""
"2024-11-28","Pam 2 New Pampanga Warehouse CCTV requirements","CMRP24120535","0","URC BCFG","Electrification","CCTV","Manufacturing","F&B","2025-01-14","2025-01-21","GO","JMO","RJR","AVR","Submitted","2025-02-21","20","3916082.48","OP30","","","","10-Existing","5 -Need External Resource","8 -Strategic Business","5 -Budgetary","10 -Complete","Under Tech'l & Comm;l Evaluation pending Bldg Exten'n completion","32251287-a7fe-4eda-926a-8ce153293eab",""
"2025-01-03","Pam 1 Jaguar Plant PM of MVSG, Transformer & Accessories","CMRP25010014","0","URC BCFG","Electrification","ELECTRICAL","Manufacturing","F&B","2025-01-03","","GO","JMO","JMO","SubCon","Submitted","2025-01-21","17","1249775.15","LOST","2025-04-01","","","10-Existing","5 -Need External Resource","5 -Peripheral Scope","5 -Budgetary","5 -Limited","Lost Bid to Tan Delta","a9ade25a-82ad-4449-92a8-3627b79f76ce",""
"2025-01-06","URC SURE Supply of Vibration Transmitter","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-02","2025-01-09","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","2 -No Data","","2611569d-08e9-4dd6-91eb-d1b1cd1386a1",""
"2025-01-06","URC SURE Supply of Smart Positioner","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-02","2025-01-09","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","2 -No Data","","fd91f4be-8870-4a3e-a00c-ba645175b2a1",""
"2025-01-06","Additional Scope for NCC FDAS - Option 1","CMRP25010004","0","​Northern Cement ​Corporation","Electrification","FDAS","Manufacturing","CEMENT","2025-01-03","2025-01-09","GO","LOS","NSG","SubCon","Submitted","2025-01-09","35","","","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","For Subcon - Difsys","f8145490-9319-4bcd-bfe0-a10a5b67c457",""
"2025-01-06","Warehouse Freezer Additional Temp","CMRP24120528","1","ST Microelectronics","Automation","PLC / SCADA","Manufacturing","SEMICON","","","GO","CBD","RJR","DS","Submitted","2025-01-06","25","179670.21","Inactive","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","Apr07: - Rayzen updated BOM last Apr 4, for revision Apr24: -Final bom from Rayzen, to submit Apr25","43c235c0-7e97-4a65-947b-cd71d458b347",""
"2025-01-07","URC SURE Supply of Tachometer","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-06","","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","2 -No Data","","181a01c5-141a-4920-87b1-4d6facc32036",""
"2025-01-07","URC La Carlota Repair of 2 Units Soft Starter","","","URC SURE","Electrification","ELECTRICAL","Manufacturing","F&B","2025-01-07","","DECLINE","NSG","","","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","10 -Complete","","91b9268d-80e5-46ef-985f-8c47eef568da",""
"2025-01-07","Petron Pandacan Manual Filling B PLC and HMI Upgrade","CMRP25010001","0","Petron","Automation","PLC / SCADA","Power","OIL & GAS","2025-01-07","2025-01-07","GO","RTR","VIB","SubCon","Submitted","2025-01-07","15","491071.09","OP60","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","For Subcon DotX","2358efa6-ff57-4a56-991e-45bb39914469",""
"2025-01-08","URC Pamp 2 Boiler Support","CMRP25020062","0","URC BCFG","Digitalization","PLC / SCADA","Manufacturing","F&B","2025-02-21","","GO","JMO","RJR","DS","For Revision","2025-02-25","","113770.45","Inactive","2025-01-01","","","10-Existing","10 -Existing Solution","10 -Core Business","7 -Urgent","10 -Complete","Completed 21-Feb; Justified 400k Instead","8aa4e295-7a23-466a-b2d2-3d09f6b05625",""
"2025-03-04","Riviera Replacement of VFD Sumitomo","CMRP25030090","0","Riviera Golf Club, Inc.","Electrification","ELECTRICAL","Buildings","OTHERS","2025-03-04","","GO","NSG","NSG","SubCon","Submitted","2025-03-04","5","112857.14","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","8 -Strategic Business","10 -Reasonable Time","10 -Complete","","b93d72c4-dfc3-45ab-9172-83ddaeccf64c",""
"2025-01-09","MRT7 Station 12 ACS","CMRP25010003","8","Monocrete Inc.","Electrification","ACS","Buildings","CONSTRUCTION","2025-01-08","2025-01-15","GO","CBD","ASB","ASB","Submitted","2025-05-31","27","10364540.57","Inactive","","","","10-Existing","10 -Existing Solution","10 -Focus Business","7 -Urgent","10 -Complete","ACS only; to remove wires, conduits, hangers, and support","af11e7ac-69e2-40dd-ad6b-1fcdedead02a",""
"2025-01-09","MRT7 Station 12 Depot ACS","CMRP25010010","4","Monocrete Inc.","Electrification","ACS","Buildings","CONSTRUCTION","2025-01-08","2025-01-15","GO","CBD","ASB","ASB","Submitted","2025-05-31","27","5905617.34","Inactive","","","","10-Existing","10 -Existing Solution","10 -Focus Business","7 -Urgent","10 -Complete","ACS only; to remove wires, conduits, hangers, and support","59881c97-025d-45e2-b960-55b6ff2dd0ab",""
"2025-01-10","Installation of 2 sets Lightning Arrester_PR#1200014782","","","URC SURE","Electrification","CCTV","Manufacturing","F&B","2025-01-10","2025-01-17","DECLINE","JMO","","","","","","","","2025-01-01","","","10-Existing","5 -Need External Resource","2 -Non Core for Subcon","7 -Urgent","5 -Limited","","a4923893-6184-45c4-a029-b8c2ce00d039",""
"2025-01-10","S&I Auxiliary Works (FDAS & Tel) @ Mandaluyong Legislative Works","CMRP25010031","0","WHITEPORT, Inc.","Electrification","FDAS","Buildings","CONSTRUCTION","2025-01-10","2025-02-07","DECLINE","JMO","CBG","CBG","","","","","","2025-01-01","","","5-New Account, No Champion","10 -Existing Solution","2 -Non Core for Subcon","10 -Reasonable Time","10 -Complete","Apr 10: -ACS to input QTN from -PABGM - no quote","b4f41f5f-a177-4b41-b031-ce6549482184",""
"2025-03-10","BBP Preventive Maintenance - TEC","CMRP25030103","0","BBP","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","2025-03-10","2025-03-10","GO","NSG","NSG","SE","Submitted","2025-03-10","40","37989.55","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","PO 18313","961d03cb-4313-49cc-a16c-f265be0a7464",""
"2025-01-13","URC SURE PR#100012098 - Current Transducer","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-10","","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","2 -No Data","","e68b0062-55bb-4b12-b3db-4bbfe2ab2323",""
"2025-01-13","URC SURE PR#1000115647 - Solenoid Valve","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-13","","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","2 -Non Core for Subcon","5 -Budgetary","2 -No Data","","44e1e618-01ef-4d64-85cf-0049cd2d9473",""
"2025-01-13","ADI B1 Existing BMS Migration and Integration","CMRP25010005","2","Analog Devices, Inc.","Automation","BMS","Manufacturing","SEMICON","2025-01-08","","GO","LOS","RJR","RJR","Submitted","2025-02-17","27","435131.28","OP90","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","5 -Limited","Waiting for Client's IO List Jan13: - CMRP has 1 spare of PLC, but no IO Modules - if not sufficient, request from partners/supplier for service units - Mtech, Iaworx, Difsys Mar31: - ADI focuses on Bldg 3","9c72fc76-0475-4ef3-856f-b6068b8d1d31",""
"2025-01-13","Intellismart Manila Water PLC and Instrumentation","CMRP25010007","1","Intellismart","Automation","PLC / SCADA","Buildings","CONSTRUCTION","2025-01-10","","GO","RTR","RJR","VIB","Submitted","2025-03-13","22","1280230.34","OP60","","","","2-Existing account with No Orders","10 -Existing Solution","7 -Core + Peripheral","5 -Budgetary","5 -Limited","","e4d28599-094c-4cd3-b628-149011bd01a3",""
"2025-01-14","Steelworld Digital Modules/PLC Troubleshooting","","","Steelworld Manufacturing Corporation","Automation","PLC / SCADA","Manufacturing","MANUFACTURING","2025-01-14","","DECLINE","RTR","VIB","SubCon","","","","","","","","","5-New Account, No Champion","10 -Existing Solution","8 -Strategic Business","5 -Budgetary","5 -Limited","For Subcon to DotX,waiting for client to send password of machines, dotx offered upgrade","f0e5dd4a-8593-41aa-83a0-9cd925e25a57",""
"2025-01-14","Room Temp Monitoring","","","Grand Apex Construction Inc.","Electrification","FDAS","Buildings","CONSTRUCTION","2025-01-14","","DECLINE","CBD","VIB","","","","","","","","","","","","","","","VIB Feb03: Yek Yeu M. Andaya, no reply to inquiry through viber and email. Feb10: to ask support from NSG to followup","b22ae2cc-9d05-452e-9677-d0b1b669b326",""
"2025-01-15","Crimson Clark Chiller Management System","CMRP25010013","0","Applied Thermal Technology Solution Corporation","Automation","PLC / SCADA","Buildings","CONSTRUCTION","2025-01-15","2025-01-21","GO","CBD","RJR","RJR","Submitted","2025-01-21","","3118352.39","OP30","","","","","","","","","Budgetary Jan20: - Offer Siemens Building","db5abdc0-4081-4519-ae8f-af3ac06b9ecc",""
"2025-01-16","Whiteport Supply of Panel Boards & ECBs for FTS (Binondo) Project","CMRP24120523","1","Whiteport, Inc.","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","2025-01-16","","GO","NSG","NSG","SubCon","Submitted","2025-01-16","25","1076855.05","OP30","","","","5-New Account, No Champion","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","","57f4c3bb-e1de-4915-bdce-d603e85443db",""
